t,theta,theta_dot
0,0.7853981633974483,0
0.20202020202020202,0.7736299310882337,-0.11625209359817525
0.40404040404040403,0.7386329124587558,-0.22945474554885567
0.6060606060606061,0.6813339427478846,-0.3365226862675343
0.8080808080808081,0.6032876068224833,-0.43433358580303155
1.0101010101010102,0.5066785457080729,-0.5197807287361764
1.2121212121212122,0.3943072496305927,-0.5899073725995856
1.4141414141414141,0.26954446378625985,-0.6420676461400666
1.6161616161616161,0.13623636738634315,-0.6741806404510688
1.8181818181818181,-0.0014082991745721525,-0.6848932761059782
2.0202020202020203,-0.13901146766983555,-0.6737354526326437
2.2222222222222223,-0.2721862463665487,-0.6411991964842986
2.4242424242424243,-0.39673242419546617,-0.5886500413492908
2.6262626262626263,-0.5088154747957904,-0.518182137694685
2.8282828282828283,-0.6050789838168128,-0.4324482167303811
3.0303030303030303,-0.6827212092641324,-0.33442227368097205
3.2323232323232323,-0.7395715297477086,-0.2271929092067341
3.4343434343434343,-0.7741103711368507,-0.1138967825543862
3.6363636363636362,-0.7854095551992034,0.002390725970119233
3.8383838383838382,-0.7731501647427786,0.11861304443935893
4.040404040404041,-0.7376742162829307,0.23171811420163646
4.242424242424242,-0.679938915567916,0.33863591575615665
4.444444444444445,-0.6014892641727536,0.436217230710903
4.646464646464646,-0.5045199162040194,0.5213774620555526
4.848484848484849,-0.3918574404377414,0.591194483769658
5.05050505050505,-0.2668965032584427,0.6430043731495612
5.252525252525253,-0.1334688792047985,0.6746622442562397
5.454545454545454,0.004262015238176097,0.6848895859847243
5.656565656565657,0.14183828462568115,0.6732795210383258
5.858585858585859,0.27487542606954185,0.6403258654538223
6.0606060606060606,0.3991938415927421,0.5873936512075325
6.262626262626263,0.5109906780745581,0.516553671008492
6.4646464646464645,0.6069007082820596,0.43051910794438153
6.666666666666667,0.6841599902312897,0.33225422523036
6.8686868686868685,0.740565420370343,0.22486671049954826
7.070707070707071,0.7745837264439652,0.11146787937638217
7.2727272727272725,0.7853652616813978,-0.004848694934443246
7.474747474747475,0.7726592624709037,-0.12104268664425637
7.6767676767676765,0.7367291827632702,-0.2340558055377863
7.878787878787879,0.6785055287841315,-0.34079731687588466
8.080808080808081,0.5996060728701289,-0.438154763021692
8.282828282828282,0.5022850303188546,-0.5230702255312502
8.484848484848484,0.3893498281760225,-0.592522334442917
8.686868686868687,0.26415574048064844,-0.6438486328277213
8.88888888888889,0.13053923795221786,-0.6750612408502478
9.090909090909092,-0.00721666503850895,-0.6848612178977138
9.292929292929292,-0.14471667594884496,-0.6728333493585101
9.494949494949495,-0.2775815862797316,-0.6394711363303706
9.696969696969697,-0.4016909868645296,-0.5860925531833027
9.8989898989899,-0.5132210857080344,-0.5148413914994429
10.1010101010101,-0.6087640645173716,-0.4285133776485813
10.303030303030303,-0.6855970524115904,-0.3300211794052392
10.505050505050505,-0.7415272365780055,-0.2224717750476787
10.707070707070708,-0.775043397863023,-0.10897461751354755
10.909090909090908,-0.7853221887883013,0.007370924244477313
11.11111111111111,-0.7721318315090208,0.1235309259880614
11.313131313131313,-0.7357251758215333,0.23644215532357615
11.515151515151516,-0.6770310538231508,0.34301238571836384
11.717171717171718,-0.5976787001358635,0.44013386738806093
11.919191919191919,-0.49997210396269,0.5247262933547425
12.121212121212121,-0.38673336566976174,0.593854843115233
12.323232323232324,-0.26133753033202467,0.6447868279309613
12.525252525252526,-0.12760083444089562,0.6755194660191208
12.727272727272727,0.010235501280727194,0.6848254735205703
12.929292929292929,0.14769710549243478,0.6722878234251985
13.131313131313131,0.28042715574877203,0.6384716742762883
13.333333333333334,0.4042670891387692,0.5847382941597488
13.535353535353535,0.5154544296091654,0.5131484127387149
13.737373737373737,0.6106249668566677,0.4264605425232485
13.93939393939394,0.6870307903273779,0.3277356374401806
14.141414141414142,0.742529252813192,0.2200136569033066
14.343434343434344,0.7755608562434674,0.10641836899705497
14.545454545454545,0.7852670350953512,-0.009960047827544142
14.747474747474747,0.7714846417347461,-0.12607102228285572
14.94949494949495,0.7345900951162992,-0.2388901967170371
15.151515151515152,0.6754785340174607,-0.34528015318061944
15.353535353535353,0.5957277275066267,-0.4421300899988015
15.555555555555555,0.49760624139104753,-0.5263821127028142
15.757575757575758,0.38403484036640706,-0.5951100703488819
15.95959595959596,0.2584221012163384,-0.6457259061424868
16.161616161616163,0.12462504000143015,-0.6760531723141634
16.363636363636363,-0.013220631792374054,-0.6848331084396404
16.565656565656564,-0.15071248511763688,-0.671755732706057
16.767676767676768,-0.2833257870255342,-0.6374143591270002
16.96969696969697,-0.4069519877949354,-0.5832388251543211
17.171717171717173,-0.5177782326144774,-0.5113777752743475
17.373737373737374,-0.612521638243495,-0.4244275085963413
17.575757575757574,-0.688445979205648,-0.3254218750383725
17.77777777777778,-0.7434812155246657,-0.21754984023875198
17.97979797979798,-0.7760925982604067,-0.10385583663111923
18.181818181818183,-0.7853294437985813,0.012571541320311859
18.383838383838384,-0.7709536672235603,0.12865762645
18.585858585858585,-0.7334396304598965,0.2413418388270912
18.78787878787879,-0.6738405413827522,0.3475922314603786
18.98989898989899,-0.5937028853886354,0.44421442564358277
19.19191919191919,-0.49524380608399804,0.5281075413706801
19.393939393939394,-0.3813304238268812,0.5964021803826045
19.595959595959595,-0.2554494203395508,0.6464916011065003
19.7979797979798,-0.12147914427683557,0.6763367692656309
20,0.016367263481213434,0.6846840095021576
